"title.variant","title.standard","strata","strata.label"
"INVSTMT OFFICER","BOARD MEMBER","",""
"JOINT PROTECTIVE BOARD","BOARD MEMBER","",""
"JOURNEYMAN LINEMAN","BOARD MEMBER","",""
"JUDICIAL COUNSELOR","BOARD MEMBER","",""
"JUNIOR PRESIDENT","BOARD MEMBER","subordinate","junior"
"JUNIOR STEWARD","BOARD MEMBER","subordinate","junior"
"JUNIOR TREASURER","BOARD MEMBER","subordinate","junior"
"JUNIOR VICE COMMAND","BOARD MEMBER","subordinate","junior"
"JUNIOR VICE COMMANDANT","BOARD MEMBER","subordinate","junior"
"JUNIOR VICE COMMANDE","BOARD MEMBER","subordinate","junior"
"JUNIOR WARDE","BOARD MEMBER","subordinate","junior"
"JUNIOR WORT","BOARD MEMBER","subordinate","junior"
"KNIGHT","BOARD MEMBER","",""
"LABOR REPRESENTATIVE","BOARD MEMBER","",""
"LARGE FIRM REPRESENTATIVE","BOARD MEMBER","",""
"LEAD PASTOR","BOARD MEMBER","",""
"LEAD PHARMACIST","BOARD MEMBER","",""
"LEAD PHYSICIAN","BOARD MEMBER","",""
"LEAD TEACHER","BOARD MEMBER","",""
"LEADING MANAGEMENT","BOARD MEMBER","",""
"LECTUR KNIGHT","BOARD MEMBER","",""
"LEGISLATIVE CHAIR","BOARD MEMBER","committee","chair"
"LEGISLATIVE REPRESENTATIVE","BOARD MEMBER","",""
"LEGISLATIVE VICE PRESIDENT","BOARD MEMBER","",""
"LIMERICK OF REGIONAL","BOARD MEMBER","regional","regional"
"LINE CREW FOREMAN","BOARD MEMBER","",""
"LINE FOREMAN","BOARD MEMBER","",""
"LINEMAN","BOARD MEMBER","",""
"LION TAMER","BOARD MEMBER","",""
"LOAN OFFICER","BOARD MEMBER","",""
"M AND F THERAPIST","BOARD MEMBER","",""
"MADAM PRESIDENT","BOARD MEMBER","",""
"MAINTENANCE OFFICER","BOARD MEMBER","",""
"MANAGEMENT","BOARD MEMBER","",""
"MANAGING DIRECTOR AND REGIONAL","BOARD MEMBER","regional","regional"
"MANAGING TRUSTEE","BOARD MEMBER","",""
"MEDIA AND MARKETING","BOARD MEMBER","",""
"MEDICAL","BOARD MEMBER","",""
"MEDICAL ADVISOR","BOARD MEMBER","",""
"MEDICAL DIRECTOR AND PHYSICIAN","BOARD MEMBER","",""
"MEMBER AND EC","BOARD MEMBER","",""
"MEMBER BOARD GO","BOARD MEMBER","",""
"MEMBER OF BOARD OF GOVERNORS","BOARD MEMBER","",""
"MEMBER OF BOARD OF TRUSTEES","BOARD MEMBER","",""
"MEMBER OF SHIP COMMITTEE","BOARD MEMBER","",""
"MEMBER SERVICES","BOARD MEMBER","",""
"MEMBERSHIPS","BOARD MEMBER","",""
"MERCHANDISE","BOARD MEMBER","",""
"MERCHANDISE CHAIR","BOARD MEMBER","committee","chair"
"MORTGAGE LOAN ORIGINATOR","BOARD MEMBER","",""
"MOUNT CARMEL CFO","BOARD MEMBER","",""
"N AND A","BOARD MEMBER","",""
"N DUNLAP SAVOY OF REGIONAL","BOARD MEMBER","regional","regional"
"NACO-REPRESENTATIVE","BOARD MEMBER","",""
"NAESP REPRESENTATIVE","BOARD MEMBER","",""
"NEWS EDITOR","BOARD MEMBER","",""
"NEWSLETTER","BOARD MEMBER","",""
"NEWSLETTER E","BOARD MEMBER","",""
"NON BOARD MEMBER","BOARD MEMBER","",""
"NUMBER VICE PRESIDENT","BOARD MEMBER","",""
"NUMBER VII","BOARD MEMBER","",""
"NUMBER VIII","BOARD MEMBER","",""
"NURSE SUPERVISOR","BOARD MEMBER","",""
"ORIENTAL GUI","BOARD MEMBER","",""
"OTHER","BOARD MEMBER","",""
"OTHER OFFICER","BOARD MEMBER","",""
"OUTER GUARD","BOARD MEMBER","",""
"OUTREACH CHAIR","BOARD MEMBER","committee","chair"
"OUTREACH CO-CHAIR","BOARD MEMBER","duplex","co"
"OUTREACH COMMITTEE","BOARD MEMBER","",""
"OWNER","BOARD MEMBER","",""
"P","BOARD MEMBER","",""
"PAC CHAIR","BOARD MEMBER","committee","chair"
"PAID BY RELATIONS ORGANIZATIONS","BOARD MEMBER","",""
"PARAMEDIC","BOARD MEMBER","",""
"PARENT BOARD MEMBER","BOARD MEMBER","",""
"PARENT LIAISON","BOARD MEMBER","",""
"PARENT PRESIDENT","BOARD MEMBER","",""
"PAYMASTER","BOARD MEMBER","",""
"PD","BOARD MEMBER","",""
"PEDIATRICIAN","BOARD MEMBER","",""
"PEER REVIEW CHAIR","BOARD MEMBER","committee","chair"
"PEER REVIEWER","BOARD MEMBER","",""
"PERMANENT ADVISORY COMMITTEE","BOARD MEMBER","duplex","advisory"
"PERSONNEL","BOARD MEMBER","",""
"PH CEO","BOARD MEMBER","",""
"PH CFO","BOARD MEMBER","",""
"PHOTOGRAPHER","BOARD MEMBER","",""
"PHYSICIAN RADATION ONCOLOGY","BOARD MEMBER","",""
"PHYSICIAN REPRESENTATIVE","BOARD MEMBER","",""
"PHYSICIAN RETIREE","BOARD MEMBER","",""
"PHYSICIAN REVIEWER","BOARD MEMBER","",""
"PHYSICIAN SCH JUNIOR","BOARD MEMBER","subordinate","junior"
"PHYSICIAN SPECIALTY","BOARD MEMBER","",""
"PHYSICIAN TRUSTEE","BOARD MEMBER","",""
"PHYSICIAN: SPECIALTY","BOARD MEMBER","",""
"PHYSICIANS ASSISTANT","BOARD MEMBER","subordinate","assistant"
"PLAN ADMINISTRATION","BOARD MEMBER","",""
"PLAYER REPRESENTATIVE","BOARD MEMBER","",""
"POLICY CHAIR","BOARD MEMBER","committee","chair"
"PORT CAPTAIN","BOARD MEMBER","",""
"PREISDENT","BOARD MEMBER","",""
"PRESBYTER","BOARD MEMBER","",""
"PRESCEO","BOARD MEMBER","",""
"PRESDIE","BOARD MEMBER","",""
"PRESDIENT","BOARD MEMBER","",""
"PRESEDENT","BOARD MEMBER","",""
"PRESEIDENT","BOARD MEMBER","",""
"PRESENT","BOARD MEMBER","",""
"PRESIDENT AND FOUNDATION","BOARD MEMBER","",""
"PRESIDENT AND PASTOR","BOARD MEMBER","",""
"PRESIDENT APPOINTEE: OUTSIDE ORGANIZATION REPRESENTATIVE","BOARD MEMBER","",""
"PRESIDENT F","BOARD MEMBER","",""
"PRESIDENT MEMBER","BOARD MEMBER","",""
"PRESIDENT NOMINEE","BOARD MEMBER","",""
"PRESIDENT POST ACUTE","BOARD MEMBER","",""
"PRESIDENT REGIONAL","BOARD MEMBER","regional","regional"
"PRESIDENT REPRESENTATIVE","BOARD MEMBER","",""
"PRESIDENT SECRETARY","BOARD MEMBER","",""
"PRESIDENT TRUSTEE","BOARD MEMBER","",""
"PRESS SECRETARY","BOARD MEMBER","",""
"PRO","BOARD MEMBER","",""
"PROGRAMMING VICE PRESIDENT","BOARD MEMBER","",""
"PROGRAMS EMPLOYEE","BOARD MEMBER","",""
"PROGRAMS LEAD","BOARD MEMBER","",""
"PROGRAMS LEADER","BOARD MEMBER","",""
"PROGRAMS MANAGEMENT","BOARD MEMBER","",""
"PROJECTS COORDINATOR","BOARD MEMBER","",""
"PROJECTS OFFICER","BOARD MEMBER","",""
"PROVIDER","BOARD MEMBER","",""
"PRSIDENT","BOARD MEMBER","",""
"PTA PRESIDENT","BOARD MEMBER","",""
"PUBLIC RELATIONS OFFICER","BOARD MEMBER","",""
"PURCHASING","BOARD MEMBER","",""
"QTR MASTER","BOARD MEMBER","",""
"QUARTER MASTER","BOARD MEMBER","",""
"RABBI","BOARD MEMBER","",""
"RD VICE PRESIDENT","BOARD MEMBER","",""
"REAL ESTATE CHAIR","BOARD MEMBER","committee","chair"
"REAR COMMODO","BOARD MEMBER","",""
"RECRUITMENT ADVISOR","BOARD MEMBER","",""
"RECRUITMENT CHAIR","BOARD MEMBER","committee","chair"
"RECTOR","BOARD MEMBER","",""
"REED","BOARD MEMBER","",""
"REF COORDINATOR","BOARD MEMBER","",""
"REFEREE","BOARD MEMBER","",""
"REFEREE ADMINISTRATOR","BOARD MEMBER","",""
"REFEREE ASSISTANT","BOARD MEMBER","subordinate","assistant"
"REG REGIONAL OFFICER","BOARD MEMBER","regional","regional"
"REGIONAL ADMINISTRATOR","BOARD MEMBER","regional","regional"
"REGIONAL ADVISOR","BOARD MEMBER","regional","regional"
"REGIONAL AUDITOR","BOARD MEMBER","regional","regional"
"REGIONAL CMDR","BOARD MEMBER","regional","regional"
"REGIONAL I VICE PRESIDENT","BOARD MEMBER","regional","regional"
"REGIONAL II VICE PRESIDENT","BOARD MEMBER","regional","regional"
"REGIONAL LEADER","BOARD MEMBER","regional","regional"
"REGIONAL STREAM REPRESENTATIVE","BOARD MEMBER","regional","regional"
"REPRESENTATIVE SECRETARY","BOARD MEMBER","",""
"RESIDENT REPRESENTATIVE","BOARD MEMBER","",""
"RESIDENT TRUSTEE","BOARD MEMBER","",""
"RESIGNED","BOARD MEMBER","",""
"RETIREE CHAIR","BOARD MEMBER","committee","chair"
"REV","BOARD MEMBER","",""
"RITUALIST","BOARD MEMBER","",""
"ROOM PARENTS","BOARD MEMBER","",""
"ROTATED OFFICER BOARD IN","BOARD MEMBER","",""
"RULES AND ETHICS","BOARD MEMBER","",""
"S ST AND STE G AND REGIONAL AND OH","BOARD MEMBER","regional","regional"
"SCEPI BOARD MEMBER","BOARD MEMBER","",""
"SCF REPRESENTATIVE","BOARD MEMBER","",""
"SCHEDULER","BOARD MEMBER","",""
"SCHOLARSHIPS CHAIR","BOARD MEMBER","committee","chair"
"SCHOLARSHIPS CO-CHAIR","BOARD MEMBER","duplex","co"
"SCHOLASTICS","BOARD MEMBER","",""
"SCHOLASTICS COORDINATOR","BOARD MEMBER","",""
"SCHOOL ADMINISTRATION","BOARD MEMBER","",""
"SCHOOL ADMINISTRATOR","BOARD MEMBER","",""
"SCHOOL BOARD","BOARD MEMBER","",""
"SCHOOL BOARD CHAIR","BOARD MEMBER","committee","chair"
"SCHOOL BOARD LIAISON","BOARD MEMBER","",""
"SCHOOL BOARD MEMBER","BOARD MEMBER","",""
"SCHOOL BOARD PRESIDENT","BOARD MEMBER","",""
"SCHOOL BOARD REPRESENTATIVE","BOARD MEMBER","",""
"SCHOOL LIAISON","BOARD MEMBER","",""
"SCRETARY","BOARD MEMBER","",""
"SD TRUSTEE SCH O EXPLANATION","BOARD MEMBER","",""
"SECONDARY RE","BOARD MEMBER","",""
"SECRETARY AND BOARD","BOARD MEMBER","",""
"SECRETARY AND REGISTRAR","BOARD MEMBER","",""
"SECRETARY OF FINANCE","BOARD MEMBER","",""
"SECRETARY TRUSTEE","BOARD MEMBER","",""
"SECT","BOARD MEMBER","",""
"SECT AND TREASURER","BOARD MEMBER","",""
"SECTION PRESIDENT","BOARD MEMBER","",""
"SENIOR COUNSELOR","BOARD MEMBER","superior","senior"
"SENIOR FELLOW","BOARD MEMBER","superior","senior"
"SENIOR PARTNER","BOARD MEMBER","superior","senior"
"SENIOR PASTO","BOARD MEMBER","superior","senior"
"SENIOR SCIENTIST","BOARD MEMBER","superior","senior"
"SENIOR STAFF ATTORNEY","BOARD MEMBER","superior","senior"
"SENIOR TREASURER","BOARD MEMBER","superior","senior"
"SENIOR VICE CMDR","BOARD MEMBER","superior","senior"
"SENIOR WARDE","BOARD MEMBER","superior","senior"
"SERVICEMAN","BOARD MEMBER","",""
"SEXTON","BOARD MEMBER","",""
"SGIG","BOARD MEMBER","",""
"SHIFT REPRESENTATIVE","BOARD MEMBER","",""
"SHOP STEWART","BOARD MEMBER","",""
"SKI VICE PRESIDENT","BOARD MEMBER","",""
"SKILLED NURSE","BOARD MEMBER","",""
"SKILLED TRADES BOARD","BOARD MEMBER","",""
"SMITH","BOARD MEMBER","",""
"SOCCER COMMITTEE","BOARD MEMBER","",""
"SOCIAL VICE PRESIDENT","BOARD MEMBER","",""
"SOPHOMORE CLASS REPRESENTATIVE","BOARD MEMBER","",""
"SPEAKER","BOARD MEMBER","",""
"SPEAKER OF HOUSE","BOARD MEMBER","",""
"SPECIAL EVEN","BOARD MEMBER","",""
"SPECIAL REPRESENTATIVE","BOARD MEMBER","",""
"STAFF ASSISTANT","BOARD MEMBER","subordinate","assistant"
"STAFF ATTORNEY","BOARD MEMBER","",""
"STAFF COMMODORE","BOARD MEMBER","",""
"STAFF COUNSEL","BOARD MEMBER","",""
"STAFF LIAISON","BOARD MEMBER","",""
"STAFF MEMBER","BOARD MEMBER","",""
"STANDING COMMITTEE","BOARD MEMBER","",""
"STEERING COMMITTEE MEMBER","BOARD MEMBER","committee","member"
"STEWARD AND TREASURER","BOARD MEMBER","",""
"STEWARD AND TRUSTEE","BOARD MEMBER","",""
"STUDENT MEMBER","BOARD MEMBER","",""
"STUDENT PROGRAMS","BOARD MEMBER","",""
"SUPERVISORY COMMITTEE MEMBER","BOARD MEMBER","committee","member"
"SUPPLEMENTA","BOARD MEMBER","",""
"SYSTEMS CEO","BOARD MEMBER","",""
"SYSTEMS PRESIDENT","BOARD MEMBER","",""
"TAX OFFICER","BOARD MEMBER","",""
"TEAM COORDINATOR","BOARD MEMBER","",""
"TEAM REPRESENTATIVE","BOARD MEMBER","",""
"TECHNOLOGY COORDINATOR","BOARD MEMBER","",""
"TECHNOLOGY LEAD","BOARD MEMBER","",""
"TECHNOLOGY MEMBER","BOARD MEMBER","",""
"TECHNOLOGY O","BOARD MEMBER","",""
"TECHNOLOGY OFFICER","BOARD MEMBER","",""
"TOP FINANCE OFFICER","BOARD MEMBER","",""
"TOP MANAGEMENT OFFICER","BOARD MEMBER","",""
"TRAGEDIAN","BOARD MEMBER","",""
"TRAIL BOSS","BOARD MEMBER","",""
"TRAIL COORDINATOR","BOARD MEMBER","",""
"TRAINEE REPRESENTATIVE","BOARD MEMBER","",""
"TRAINER","BOARD MEMBER","",""
"TRAINING","BOARD MEMBER","",""
"TRAINING COORDINATOR","BOARD MEMBER","",""
"TRANSPORTATION COORDINATOR","BOARD MEMBER","",""
"TRASURER","BOARD MEMBER","",""
"TRAVEL","BOARD MEMBER","",""
"TRAVEL COACH","BOARD MEMBER","",""
"TRAVEL COMMISSIONER","BOARD MEMBER","",""
"TRAVEL COORDINATOR","BOARD MEMBER","",""
"TRAVEL PRESIDENT","BOARD MEMBER","",""
"TRAVEL REGISTRAR","BOARD MEMBER","",""
"TRAVEL TREASURER","BOARD MEMBER","",""
"TRAVEL VICE PRESIDENT","BOARD MEMBER","",""
"TREASURER """"""""""""""""","BOARD MEMBER","",""
"TREASURER AND REGIONAL","BOARD MEMBER","regional","regional"
"TREASURER BOARD MEMBER","BOARD MEMBER","",""
"TREASURER SECRETARY","BOARD MEMBER","",""
"TRI CHAIR","BOARD MEMBER","committee","chair"
"TRUSTEE AND CSH","BOARD MEMBER","",""
"TRUSTEE CLASS","BOARD MEMBER","",""
"TRUSTEE OF BOARD","BOARD MEMBER","",""
"TRUSTREE","BOARD MEMBER","",""
"UAL LEC CHAIR","BOARD MEMBER","committee","chair"
"UNION REPRESENTATIVE","BOARD MEMBER","",""
"UNIT CHAIR","BOARD MEMBER","committee","chair"
"US REPRESENTATIVE","BOARD MEMBER","",""
"V AND P","BOARD MEMBER","",""
"VETERINARIAN","BOARD MEMBER","",""
"VIC PRESIDENT","BOARD MEMBER","",""
"VICE CDR","BOARD MEMBER","",""
"VICE CHAIR FR","BOARD MEMBER","committee","chair"
"VICE CHAIR OF MARKETING","BOARD MEMBER","committee","chair"
"VICE CHAIR OF MEMBERSHIP","BOARD MEMBER","committee","chair"
"VICE CHAIR OF RESOURCES DEVELOPMENT","BOARD MEMBER","committee","chair"
"VICE CHAIR OF STRATEGY PLANNING","BOARD MEMBER","committee","chair"
"VICE CHAIR OF TRUSTEE","BOARD MEMBER","committee","chair"
"VICE CHAIR OF TRUSTEES","BOARD MEMBER","committee","chair"
"VICE CHAIR OF TV","BOARD MEMBER","committee","chair"
"VICE CHAIR P","BOARD MEMBER","committee","chair"
"VICE CHAIR PARTIAL","BOARD MEMBER","committee","chair"
"VICE CHAIR PRESIDENT","BOARD MEMBER","committee","chair"
"VICE CHAIR PROGRAMS","BOARD MEMBER","committee","chair"
"VICE CHAIR REGIONAL","BOARD MEMBER","regional","regional"
"VICE CHAIR TREASURER","BOARD MEMBER","committee","chair"
"VICE CHAIR TRUSTEE","BOARD MEMBER","committee","chair"
"VICE CHANCELLOR","BOARD MEMBER","",""
"VICE CHARI","BOARD MEMBER","",""
"VICE CMDR","BOARD MEMBER","",""
"VICE COMMAN","BOARD MEMBER","",""
"VICE GRAND","BOARD MEMBER","",""
"VICE MODERATOR","BOARD MEMBER","",""
"VICE PRESIDENT ACADEMICS EXECUTIVE","BOARD MEMBER","",""
"VICE PRESIDENT AND BOARD","BOARD MEMBER","",""
"VICE PRESIDENT CLINICAL SERVICES","BOARD MEMBER","",""
"VICE PRESIDENT ENGINEERI","BOARD MEMBER","",""
"VICE PRESIDENT ENRICHMEN","BOARD MEMBER","",""
"VICE PRESIDENT FUNDRAISI","BOARD MEMBER","",""
"VICE PRESIDENT HEALTH AND WELLNESS","BOARD MEMBER","",""
"VICE PRESIDENT MEMBE","BOARD MEMBER","",""
"VICE PRESIDENT MEMBER","BOARD MEMBER","",""
"VICE PRESIDENT MEMBERS","BOARD MEMBER","",""
"VICE PRESIDENT OCCUPANCY AND TAX CREDIT","BOARD MEMBER","",""
"VICE PRESIDENT OUTREACH","BOARD MEMBER","",""
"VICE PRESIDENT P","BOARD MEMBER","",""
"VICE PRESIDENT PHILANTHROPY AND CSO","BOARD MEMBER","",""
"VICE PRESIDENT PROPERTY","BOARD MEMBER","",""
"VICE PRESIDENT RECRUITMENT","BOARD MEMBER","",""
"VICE PRESIDENT SECRETARY","BOARD MEMBER","",""
"VICE PRESIDENT STUDENT ENRICHMENT","BOARD MEMBER","",""
"VICE PRESIDENT TREASURER","BOARD MEMBER","",""
"VICE REGIONAL CHAIR","BOARD MEMBER","regional","regional"
"VICE REGIONAL SUPERVISOR","BOARD MEMBER","regional","regional"
"VICECOMMANDER","BOARD MEMBER","",""
"VIDE PRESIDENT","BOARD MEMBER","",""
"VIDEOGRAPHER","BOARD MEMBER","",""
"VIE PRESIDENT","BOARD MEMBER","",""
"VOCAL","BOARD MEMBER","",""
"VOCATIONAL SERVICE CHAIR","BOARD MEMBER","committee","chair"
"VOLUNTEER COMMITTEE","BOARD MEMBER","",""
"VOLUNTEER REPRESENTATIVE","BOARD MEMBER","",""
"VOLUNTEERS","BOARD MEMBER","",""
"WAYS AND MEA","BOARD MEMBER","",""
"WEB ADMINISTRATION","BOARD MEMBER","",""
"WEB MASTER","BOARD MEMBER","",""
"WORKER","BOARD MEMBER","",""
"WORTHY","BOARD MEMBER","",""
"WORTHY CONDUCTOR","BOARD MEMBER","",""
"WORTHY PRESIDENT","BOARD MEMBER","",""
"WRESTLING COMMITTEE","BOARD MEMBER","",""
"YF AND R CHAIR","BOARD MEMBER","committee","chair"
"YMCA","BOARD MEMBER","",""
"YOGA SHARER","BOARD MEMBER","",""
"YOGA SHARER ASSISTANT","BOARD MEMBER","subordinate","assistant"
"YORK ACADEMICS","BOARD MEMBER","",""
"YOUTH REPRESENTATIVE","BOARD MEMBER","",""
"AAC ATHLETE REPRESENTATIVE","BOARD MEMBER","",""
"AAPAE REPRESENTATIVE","BOARD MEMBER","",""
"ACADEMICS REPRESENTATIVE","BOARD MEMBER","",""
"ACCT REPRESENTATIVE","BOARD MEMBER","",""
"ACPTA REPRESENTATIVE","BOARD MEMBER","",""
"ADMINISTRATION REPRESENTATIVE","BOARD MEMBER","",""
"ADVISOR REPRESENTATIVE","BOARD MEMBER","",""
"ADVOCACY REPRESENTATIVE","BOARD MEMBER","",""
"AFFILIATED REPRESENTATIVE","BOARD MEMBER","",""
"AGE REPRESENTATIVE","BOARD MEMBER","",""
"AGENCY REPRESENTATIVE","BOARD MEMBER","",""
"ALLIED REPRESENTATIVE","BOARD MEMBER","",""
"APA ASSEMBLY REPRESENTATIVE","BOARD MEMBER","",""
"APA COUNCIL REPRESENTATIVE","BOARD MEMBER","",""
"AR DEPUTY OF AGRICULTURE REPRESENTATIVE","BOARD MEMBER","subordinate","deputy"
"ARTISTIC REPRESENTATIVE","BOARD MEMBER","",""
"ASSEMBLY REPRESENTATIVE","BOARD MEMBER","",""
"ASSEMBLY REPRESENTATIVE TO COUNCIL","BOARD MEMBER","",""
"ASSISTANT BUILDING REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT BUSINESS REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT LEGIS REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT LEGISLATIVE REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT SHIFT REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSISTANT SRP REPRESENTATIVE","BOARD MEMBER","subordinate","assistant"
"ASSOCIATE MEMBER REPRESENTATIVE","BOARD MEMBER","subordinate","associate"
"ASSOCIATE REPRESENTATIVE","BOARD MEMBER","subordinate","associate"
"ASSOCIATION REPRESENTATIVE","BOARD MEMBER","",""
"ATHLETIC REPRESENTATIVE","BOARD MEMBER","",""
"AUTHORIZED REPRESENTATIVE","BOARD MEMBER","",""
"AUXILIARY REPRESENTATIVE","BOARD MEMBER","",""
"B SHIFT REPRESENTATIVE","BOARD MEMBER","",""
"BAND PARENT REPRESENTATIVE","BOARD MEMBER","",""
"BARGAINING REPRESENTATIVE","BOARD MEMBER","",""
"BASEBALL REPRESENTATIVE","BOARD MEMBER","",""
"BATTALION REPRESENTATIVE","BOARD MEMBER","",""
"BC REPRESENTATIVE","BOARD MEMBER","",""
"BCR REPRESENTATIVE","BOARD MEMBER","",""
"BIOLOGICAL SCIENCES REPRESENTATIVE","BOARD MEMBER","",""
"BLDG REPRESENTATIVE","BOARD MEMBER","",""
"BOARD CHPT AND REPRESENTATIVE","BOARD MEMBER","",""
"BOARD CHPT REPRESENTATIVE","BOARD MEMBER","",""
"BOARD OF REPRESENTATIVE","BOARD MEMBER","",""
"BOC REPRESENTATIVE","BOARD MEMBER","",""
"BOE REPRESENTATIVE","BOARD MEMBER","",""
"BRANCH REPRESENTATIVE","BOARD MEMBER","",""
"BT REPRESENTATIVE","BOARD MEMBER","",""
"BUILDING OWNER REPRESENTATIVE","BOARD MEMBER","",""
"BUILDING REPRESENTATIVE CLERICAL","BOARD MEMBER","",""
"BUSINESS DEVELOPMENT REPRESENTATIVE","BOARD MEMBER","",""
"BUSINESS REPRESENTATIVE P","BOARD MEMBER","",""
"CANDIDATE REPRESENTATIVE","BOARD MEMBER","",""
"CAPTAINS REPRESENTATIVE","BOARD MEMBER","",""
"CATHEDRAL REPRESENTATIVE","BOARD MEMBER","",""
"CCF REPRESENTATIVE","BOARD MEMBER","",""
"CHAIR SHIFT REPRESENTATIVE","BOARD MEMBER","committee","chair"
"CHAMBER REPRESENTATIVE","BOARD MEMBER","",""
"CHAPTERS REPRESENTATIVE","BOARD MEMBER","",""
"CHIEFS REPRESENTATIVE","BOARD MEMBER","",""
"CHOIR REPRESENTATIVE TO BOARD","BOARD MEMBER","",""
"CHORAL PARENT REPRESENTATIVE","BOARD MEMBER","",""
"CHORUS REPRESENTATIVE","BOARD MEMBER","",""
"CLASS REPRESENTATIVE TH","BOARD MEMBER","",""
"CLC REPRESENTATIVE","BOARD MEMBER","",""
"CLERGY REPRESENTATIVE","BOARD MEMBER","",""
"CLERICAL REPRESENTATIVE","BOARD MEMBER","",""
"CLIENT REPRESENTATIVE","BOARD MEMBER","",""
"CLINICAL REPRESENTATIVE","BOARD MEMBER","",""
"CO-BUILDING REPRESENTATIVE","BOARD MEMBER","duplex","co"
"COACH REPRESENTATIVE","BOARD MEMBER","",""
"COACHES REPRESENTATIVE","BOARD MEMBER","",""
"COLLEGE REPRESENTATIVE","BOARD MEMBER","",""
"COLOR GUARD REPRESENTATIVE","BOARD MEMBER","",""
"COMMERCIAL REPRESENTATIVE","BOARD MEMBER","",""
"COMMISSION REPRESENTATIVE","BOARD MEMBER","",""
"COMMITTEE REPRESENTATIVE","BOARD MEMBER","",""
"COMMUNICATIONS REPRESENTATIVE","BOARD MEMBER","",""
"COMMUNITY REPRESENTATIVE","BOARD MEMBER","",""
"COMPANY REPRESENTATIVE","BOARD MEMBER","",""
"CONFERENCE REPRESENTATIVE","BOARD MEMBER","",""
"CONST GRP REPRESENTATIVE","BOARD MEMBER","",""
"CONSTIUENCY GROUP REPRESENTATIVE","BOARD MEMBER","",""
"CONSULTANT REPRESENTATIVE","BOARD MEMBER","",""
"CORPORATE MEMBER REPRESENTATIVE","BOARD MEMBER","",""
"CORPORATE REPRESENTATIVE","BOARD MEMBER","",""
"CR MEMBER REPRESENTATIVE","BOARD MEMBER","",""
"CSO REPRESENTATIVE","BOARD MEMBER","",""
"DEPUTY REPRESENTATIVE","BOARD MEMBER","subordinate","deputy"
"DIRECTOR REPRESENTATIVE","BOARD MEMBER","",""
"DIV REPRESENTATIVE","BOARD MEMBER","",""
"DIVERSITY REPRESENTATIVE","BOARD MEMBER","",""
"DPO REPRESENTATIVE","BOARD MEMBER","",""
"DRI REPRESENTATIVE","BOARD MEMBER","",""
"E BOARD REPRESENTATIVE","BOARD MEMBER","",""
"E REGIONAL REPRESENTATIVE","BOARD MEMBER","regional","regional"
"EARLY CAREER REPRESENTATIVE","BOARD MEMBER","",""
"ECP REPRESENTATIVE","BOARD MEMBER","",""
"EDITOR MEMBER REPRESENTATIVE","BOARD MEMBER","",""
"EDUCATION REPRESENTATIVE","BOARD MEMBER","",""
"EE REPRESENTATIVE","BOARD MEMBER","",""
"ELECTED REPRESENTATIVE","BOARD MEMBER","",""
"ELEMENTARY REPRESENTATIVE","BOARD MEMBER","",""
"EMPLOYEE REPRESENTATIVE","BOARD MEMBER","",""
"EMPLOYER REPRESENTATIVE","BOARD MEMBER","",""
"ENROLLMENT REPRESENTATIVE","BOARD MEMBER","",""
"ENSEMBLE REPRESENTATIVE TO BOARD","BOARD MEMBER","",""
"EUROPEAN AND AFRICAN AND LEBANON REPRESENTATIVE","BOARD MEMBER","",""
"EXECUTIVE REPRESENTATIVE","BOARD MEMBER","superior","executive"
"FAIR BOARD REPRESENTATIVE","BOARD MEMBER","",""
"FAMILY REPRESENTATIVE","BOARD MEMBER","",""
"FAMILY SERVICE REPRESENTATIVE","BOARD MEMBER","",""
"FIELD SALES REPRESENTATIVE","BOARD MEMBER","",""
"FINANCE REPRESENTATIVE","BOARD MEMBER","",""
"FISCAL BUILDING REPRESENTATIVE","BOARD MEMBER","",""
"FORMAL A REPRESENTATIVE","BOARD MEMBER","",""
"FOUNDATION REPRESENTATIVE","BOARD MEMBER","",""
"FRESHMAN CLASS REPRESENTATIVE","BOARD MEMBER","",""
"GENERAL REPRESENTATIVE","BOARD MEMBER","",""
"GIRLS REPRESENTATIVE","BOARD MEMBER","",""
"GLOBAL REPRESENTATIVE","BOARD MEMBER","",""
"GOLD STAR REPRESENTATIVE","BOARD MEMBER","",""
"GRADE REPRESENTATIVE","BOARD MEMBER","",""
"GRADUATE STUDENT REPRESENTATIVE","BOARD MEMBER","",""
"GRAND REPRESENTATIVE","BOARD MEMBER","",""
"GRIEVANCE REPRESENTATIVE","BOARD MEMBER","",""
"GROUP BOARD REPRESENTATIVE","BOARD MEMBER","",""
"GROUP REPRESENTATIVE","BOARD MEMBER","",""
"GUARD REPRESENTATIVE","BOARD MEMBER","",""
"HEAD BLDG REPRESENTATIVE","BOARD MEMBER","",""
"HEAD BUILDING REPRESENTATIVE","BOARD MEMBER","",""
"HEALTH BENEFIT REPRESENTATIVE","BOARD MEMBER","",""
